id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm
51444677,Rental unit in L-Imġarr · ★5.0 · 2 bedrooms · 1 bath,415992024,Miriam,Mgarr,35.92108,14.36816,Entire home/apt,84,2,3,2,323,2
51476839,Townhouse in Zurrieq · ★4.88 · 3 bedrooms · 3 beds · 3.5 baths,403586601,Robert,Zurrieq,35.82948,14.47505,Entire home/apt,315,5,16,1,314,12
51484251,Condo in Xaghra · ★4.82 · 1 bedroom · 1 bed · 1 private bath,23139730,Sue,Xaghra,36.05352,14.27419,Private room,100,1,49,1,139,29
51504325,Villa in Il-Qala · ★4.95 · 4 bedrooms · 5 beds · 3 baths,293694319,Rachel,Qala,36.03324,14.30358,Entire home/apt,240,7,20,3,317,11
51514359,Rental unit in Iż-Żebbuġ · ★4.91 · 3 bedrooms · 6 beds · 3 baths,417290397,Francine,Zebbug (Ghawdex),36.07141,14.2627,Private room,65,3,22,1,332,7
51543357,Rental unit in Ħal Tarxien · ★4.88 · 1 bedroom · 1 bed · 1 bath,81525899,Adrian,Zejtun,35.86389,14.51883,Entire home/apt,62,3,16,1,0,11
51549716,Farm stay in Il-Qala · ★4.88 · 1 bedroom · 3 beds · 1 private bath,417608219,Edyta,Qala,36.03368,14.31047,Private room,61,1,17,20,189,2
51550578,Townhouse in Il-Birgu · ★4.85 · 2 bedrooms · 2 beds · 2 baths,82890336,Bjorn,Birgu,35.8887,14.52305,Entire home/apt,190,3,91,2,126,37
51552481,Condo in Tas-Sliema · 1 bedroom · 1 bed · 1 bath,336839209,Fabio,Sliema,35.90992,14.49644,Entire home/apt,150,3,1,1,180,0
51573198,Rental unit in L-Imsida · ★3.40 · 1 bedroom · 1 bed · 1 bath,1774894,ShortLets,Msida,35.89613,14.485653,Entire home/apt,86,4,5,61,316,1
51576127,Rental unit in Ħal Qormi · ★4.67 · 2 bedrooms · 4 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87456,14.47324,Entire home/apt,100,3,6,12,350,2
51576273,Rental unit in Ħal Qormi · ★3.86 · 1 bedroom · 2 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87537,14.47233,Entire home/apt,75,3,7,12,336,3
51576328,Rental unit in Ħal Qormi · ★5.0 · 2 bedrooms · 3 beds · 2 baths,412086984,Chris And Michaela,Qormi,35.87528,14.47112,Entire home/apt,115,3,11,12,353,1
51576359,Rental unit in Ħal Qormi · ★5.0 · 3 bedrooms · 4 beds · 4 baths,412086984,Chris And Michaela,Qormi,35.87467,14.47157,Entire home/apt,160,3,4,12,350,2
51576385,Rental unit in Ħal Qormi · ★5.0 · 2 bedrooms · 3 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87605,14.47193,Entire home/apt,90,3,4,12,345,3
51576403,Rental unit in Qormi · ★4.79 · 1 bedroom · 2 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87407,14.47333,Entire home/apt,80,3,14,12,348,6
51578080,Condo in Wied il-Għajn · 2 bedrooms · 1 bed · 1 bath,417834710,Zachary,Marsascala,35.85973,14.56761,Entire home/apt,113,3,0,1,364,0
51587939,Rental unit in Il-Gżira · ★4.52 · 1 bedroom · 2 beds · 1 bath,17208391,Paola,Gzira,35.90485,14.49619,Entire home/apt,92,1,21,69,292,10
51588492,Rental unit in Il-Gżira · ★4.30 · 1 bedroom · 2 beds · 1 bath,17208391,Paola,Gzira,35.90442,14.49543,Entire home/apt,92,1,10,69,343,6
51589482,Townhouse in Valletta · ★4.79 · Studio · 1 bed · 1 bath,80420351,Daniel,Valletta,35.89647,14.51268,Private room,44,3,76,4,281,46
51589569,Rental unit in San Pawl il-Baħar · ★4.29 · 2 bedrooms · 3 beds · 2 baths,412861270,Mark,San Pawl il-Bahar,35.94567,14.41744,Entire home/apt,59,5,7,1,347,2
51610513,Hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92284,14.49094,Private room,150,2,0,129,272,0
51615978,Rental unit in Ħal Qormi · ★4.75 · 2 bedrooms · 4 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87444,14.47095,Entire home/apt,100,3,4,12,365,0
51616026,Rental unit in Ħal Qormi · ★4.83 · 1 bedroom · 2 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87404,14.47174,Entire home/apt,80,3,6,12,340,3
51616132,Rental unit in Ħal Qormi · 2 bedrooms · 3 beds · 2 baths,412086984,Chris And Michaela,Qormi,35.87598,14.47236,Entire home/apt,115,3,0,12,365,0
51616235,Rental unit in Ħal Qormi · ★4.63 · 2 bedrooms · 3 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87526,14.4703,Entire home/apt,90,3,8,12,342,1
51616298,Rental unit in Ħal Qormi · ★4.43 · 1 bedroom · 2 beds · 1 bath,412086984,Chris And Michaela,Qormi,35.87424,14.47036,Entire home/apt,75,3,14,12,328,3
51619905,Rental unit in Il-Belt Valletta · ★4.89 · 1 bedroom · 1 bed · 1 bath,37860133,Martin,Valletta,35.89905,14.50735,Entire home/apt,110,3,9,1,146,4
51631378,Hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92143,14.49223,Private room,160,1,0,129,272,0
51631653,Villa in In-Nadur · ★4.76 · 3 bedrooms · 7 beds · 4 baths,34701650,Gerd,Nadur,36.0428,14.2901,Entire home/apt,221,2,17,1,348,6
51631675,Boutique hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92308,14.49108,Private room,100,2,0,129,272,0
51631692,Boutique hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92293,14.492,Private room,100,2,0,129,272,0
51631703,Boutique hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.9221,14.49206,Private room,100,2,0,129,272,0
51631718,Boutique hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92177,14.49043,Private room,100,2,0,129,272,0
51632033,Hotel in San Ġiljan · 1 bedroom · 2 beds · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92276,14.49006,Private room,180,2,0,129,272,0
51632403,Hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92281,14.49023,Private room,150,2,0,129,272,0
51632434,Hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92228,14.49194,Private room,150,2,0,129,272,0
51632448,Hotel in San Ġiljan · 1 bedroom · 1 bed · 1 bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92156,14.49036,Private room,200,2,0,129,272,0
51632457,Hotel in San Ġiljan · 1 bedroom · 1 bed · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92301,14.49147,Private room,150,2,0,129,272,0
51633650,Hotel in San Ġiljan · 1 bedroom · 2 beds · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92301,14.49075,Private room,200,2,0,129,272,0
51633658,Hotel in San Ġiljan · 1 bedroom · 2 beds · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92211,14.49233,Private room,200,2,0,129,272,0
51633660,Hotel in San Ġiljan · 1 bedroom · 2 beds · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.9232,14.49241,Private room,200,2,0,129,272,0
51633663,Hotel in San Ġiljan · 1 bedroom · 2 beds · 1 private bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92134,14.49029,Private room,200,2,0,129,272,0
51636203,Rental unit in San Pawl il-Baħar · ★4.81 · 4 bedrooms · 6 beds · 4 baths,257569061,Nicholas,San Pawl il-Bahar,35.950287,14.413559,Entire home/apt,123,1,37,11,304,18
51638763,Home in Valletta · ★4.52 · 1 bedroom · 1 bed · 1 bath,184940976,Sheldon,Valletta,35.90077,14.51353,Entire home/apt,79,1,25,10,330,12
51648788,Bed and breakfast in Ix-Xewkija · 1 bedroom · 1 bed · 1 private bath,418410603,Xeuchia,Xewkija,36.03238,14.26135,Private room,105,2,1,5,365,0
51649177,Bed and breakfast in Ix-Xewkija · 1 bedroom · 2 beds · 1 private bath,418410603,Xeuchia,Xewkija,36.03256,14.25996,Private room,105,2,2,5,365,0
51649179,Bed and breakfast in Ix-Xewkija · 1 bedroom · 2 beds · 1 private bath,418410603,Xeuchia,Xewkija,36.0318,14.25973,Private room,105,2,2,5,365,0
51649443,Bed and breakfast in Ix-Xewkija · 1 bedroom · 2 beds · 1 private bath,418410603,Xeuchia,Xewkija,36.03114,14.25964,Private room,115,2,0,5,365,0
51649532,Farm stay in Il-Qala · ★4.71 · 1 bedroom · 2 beds · 1 private bath,417608219,Edyta,Qala,36.03282,14.30918,Private room,60,1,17,20,246,1
51649609,Bed and breakfast in Ix-Xewkija · 1 bedroom · 2 beds · 1 private bath,418410603,Xeuchia,Xewkija,36.0325,14.26115,Private room,130,2,0,5,365,0
51661997,Rental unit in Tas-Sliema · ★4.67 · 2 bedrooms · 5 beds · 2 baths,418535573,Mafalda,Sliema,35.90776,14.50682,Entire home/apt,111,3,49,1,69,24
51696789,Guest suite in Valletta · ★4.79 · 1 bedroom · 1 bed · 1 private bath,184940976,Sheldon,Valletta,35.89984,14.51697,Private room,79,1,28,10,324,11
51700156,Loft in Swieqi · ★4.33 · 1 bedroom · 4 beds · 1 bath,398870821,Jane,Swieqi,35.922192,14.486067,Entire home/apt,121,4,3,33,105,1
51703314,Rental unit in Il-Munxar · ★4.50 · 2 bedrooms · 3 beds · 1 bath,418871387,Nataline,Munxar,36.02796,14.21717,Entire home/apt,45,1,6,2,363,1
51721409,Rental unit in Valletta · ★4.30 · 3 bedrooms · 3 beds · 2 baths,418835963,Malta Holiday Lets,Valletta,35.90045,14.51163,Entire home/apt,163,4,27,13,162,6
51724421,Rental unit in Tas-Sliema · 2 bedrooms · 3 beds · 2 baths,418835963,Malta Holiday Lets,Sliema,35.91328,14.49979,Entire home/apt,150,4,1,13,109,1
51726437,Guesthouse in Valletta · ★4.67 · 2 bedrooms · 2 beds · 1 private bath,184940976,Sheldon,Valletta,35.89849,14.51623,Private room,150,2,12,10,336,3
51726441,Rental unit in Saint Paul's Bay · ★4.91 · 1 bedroom · 6 beds · 1 bath,199655806,GetawaysMalta Neville,San Pawl il-Bahar,35.94974,14.41066,Entire home/apt,105,5,11,41,154,3
51726521,Guest suite in Valletta · ★4.63 · 1 bedroom · 1 bed · 1 private bath,184940976,Sheldon,Valletta,35.90029,14.51661,Private room,79,1,8,10,315,1
51736119,Guesthouse in Valletta · ★4.83 · 1 bedroom · 1 bed · 1 private bath,184940976,Sheldon,Valletta,35.90055,14.51652,Private room,89,1,6,10,339,2
51737227,Loft in Tas-Sliema · ★4.90 · 1 bedroom · 2 beds · 1 bath,419143312,Edward,Sliema,35.90935,14.50429,Entire home/apt,72,5,69,2,300,36
51737383,Rental unit in Is-Swieqi · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,419143904,Hayley,Swieqi,35.92031,14.48235,Entire home/apt,75,2,24,1,363,14
51739706,Home in Il-Belt Valletta · ★4.15 · 2 bedrooms · 2 beds · 2 baths,244919125,Nina,Valletta,35.89932,14.51833,Entire home/apt,160,2,20,2,28,5
51747531,Guesthouse in Valletta · ★4.80 · 1 bedroom · 1 private bath,184940976,Sheldon,Valletta,35.89969,14.51674,Private room,79,1,10,10,225,1
51749692,Condo in Iż-Żebbuġ · ★4.76 · 3 bedrooms · 5 beds · 2 baths,132582558,Vic-Martin,Zebbug (Ghawdex),36.07192,14.25779,Entire home/apt,116,4,17,2,286,5
51766226,Villa in Is-Swieqi · ★4.64 · 1 bedroom · 1 bed · 2 baths,372885293,Jose,San Giljan,35.91793,14.48715,Private room,26,2,14,28,52,9
51767881,Farm stay in L-Għarb · ★4.50 · 2 bedrooms · 2 beds · 1.5 baths,361769768,Hanne,Gharb,36.06027603149414,14.209761619567873,Entire home/apt,53,3,24,1,33,18
51775005,Home in L-Għasri · ★5.0 · 4 bedrooms · 5 beds · 3.5 baths,29202911,Frankie,Ghasri,36.05848,14.22772,Entire home/apt,288,3,12,2,46,5
51777989,Condo in Bugibba Malta · ★4.79 · 3 bedrooms · 4 beds · 1 bath,419450276,Romario,San Pawl il-Bahar,35.951435,14.417903,Entire home/apt,50,1,38,1,333,15
51778376,Condo in msida · ★4.40 · 3 bedrooms · 6 beds · 2 baths,454812113,Ed,Msida,35.90014,14.4768,Entire home/apt,109,2,10,14,200,6
51790734,Rental unit in Saint Julian's · ★3.50 · 1 bedroom · 1 bed · 1 bath,222527557,Matthew ThreeSixty Estates,San Giljan,35.92471,14.49176,Entire home/apt,1000,2,4,129,260,2
51800238,Villa in Balzan · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,419638679,Mark,Balzan,35.89895,14.45162,Entire home/apt,450,3,6,1,196,1
51811778,Villa in Is-Swieqi · ★4.90 · 1 bedroom · 1 bed · 2 shared baths,372885293,Jose,Swieqi,35.91763,14.48499,Private room,23,2,10,28,0,10
51812595,Villa in Swieqi · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,372885293,Jose,Swieqi,35.918,14.4861,Shared room,16,2,8,28,6,3
51819919,Rental unit in Birżebbuġa · ★4.61 · 1 bedroom · 2 beds · 1 bath,318717613,Zzzing,Birzebbugia,35.82635,14.52765,Entire home/apt,140,1,23,83,62,12
51819939,Rental unit in Birżebbuġa · ★4.76 · 1 bedroom · 2 beds · 1 bath,318717613,Zzzing,Birzebbugia,35.82576,14.52779,Entire home/apt,137,1,37,83,92,18
51824157,Rental unit in Saint Paul's Bay · ★4.57 · 3 bedrooms · 3 beds · 1 bath,28344911,Albain,San Pawl il-Bahar,35.95405,14.41965,Entire home/apt,51,2,54,2,258,23
51833282,Rental unit in Sliema · ★4.83 · 2 bedrooms · 2 beds · 2 baths,12634976,Malcolm,Sliema,35.91339,14.49697,Entire home/apt,165,1,18,17,95,8
51836045,Rental unit in Il-Gżira · ★4.13 · 3 bedrooms · 3 beds · 2 baths,222527557,Matthew ThreeSixty Estates,Gzira,35.90472,14.48967,Entire home/apt,155,3,16,129,260,11
51840331,Rental unit in Ta' Xbiex · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,419946240,Tina,Msida,35.89676,14.49229,Private room,44,1,85,1,352,60
51841354,Rental unit in Tas-Sliema · ★4.72 · 3 bedrooms · 4 beds · 2 baths,285241432,Gwennoline,Sliema,35.91329,14.5058,Entire home/apt,114,1,18,56,305,4
51855370,Rental unit in San Ġiljan · ★4.75 · 3 bedrooms · 10 beds · 2 baths,1774894,ShortLets,San Giljan,35.91965,14.49293,Entire home/apt,216,4,4,61,216,3
51875935,Home in Tas-Sliema · 4 bedrooms · 6 beds · 4.5 baths,98282669,Lovelyrentals,Sliema,35.90897,14.4993,Entire home/apt,500,7,1,25,209,0
51876022,Rental unit in L-Imsida · ★3.67 · 1 bedroom · 1 bed · 1 bath,1774894,ShortLets,Msida,35.89628,14.4857,Entire home/apt,87,4,6,61,313,1
51897084,Home in Siggiewi · 2 bedrooms · 5 beds · 1 bath,310835509,Travelnest,Siggiewi,35.84615,14.4397,Entire home/apt,362,1,0,4,363,0
51914609,Villa in L-Għarb · ★5.0 · 6 bedrooms · 1 bed · 6.5 baths,84063136,Katarzyna,Gharb,36.06241,14.20234,Entire home/apt,293,1,4,18,52,1
51915789,Condo in Gzira · ★4.42 · 3 bedrooms · 3 beds · 3 baths,70023302,Michael,Gzira,35.90193,14.49447,Entire home/apt,90,3,12,26,140,6
51930539,Townhouse in Il-Ħamrun · ★4.75 · 1 bedroom · 3 beds · 1 shared bath,762525,Lorna,Hamrun,35.88838,14.4892,Shared room,15,3,12,10,71,5
51931915,Townhouse in Ir-Rabat Għawdex · ★3.40 · 1 bedroom · 1 bed · 2 shared baths,177768707,Joseph,Rabat (Victoria),36.0413,14.24023,Shared room,25,1,5,7,176,1
51937250,Villa in Il-Qala · ★5.0 · 6 bedrooms · 8.5 baths,420666029,Andrew,Qala,36.03348,14.30945,Entire home/apt,450,3,3,2,336,1
51939950,Condo in San Ġiljan · ★4.73 · 2 bedrooms · 2 beds · 1 bath,494772942,Peter,San Gwann,35.9106,14.4851,Entire home/apt,90,3,15,3,74,11
51972623,Rental unit in Il-Kalkara · ★4.80 · 2 bedrooms · 2 beds · 1 bath,418835963,Malta Holiday Lets,Birgu,35.88963,14.52447,Entire home/apt,125,4,5,13,120,2
51973084,Condo in San Pawl il-Baħar · ★4.95 · 1 bedroom · 1 bed · 1 bath,390036730,Alessandro,San Pawl il-Bahar,35.94964,14.41949,Entire home/apt,85,4,38,1,123,31
51976010,Rental unit in Pembroke · 3 bedrooms · 4 beds · 1 bath,229378810,Marcello,Pembroke,35.92537,14.47829,Entire home/apt,135,3,2,27,160,0
51980888,Condo in Tas-Sliema · ★4.96 · 2 bedrooms · 3 beds · 1 bath,419143312,Edward,Sliema,35.90895,14.50453,Entire home/apt,81,4,53,2,269,29
52000150,Villa in Swieqi · ★4.14 · 1 bedroom · 1 bed · 2 shared baths,372885293,Jose,Swieqi,35.91823,14.48606,Shared room,17,3,7,28,82,5
52000153,Guest suite in Valletta · ★4.58 · 1 bedroom · 1 bed · 1 private bath,184940976,Sheldon,Valletta,35.89848,14.51669,Private room,69,1,24,10,332,10
52001257,Rental unit in Birżebbuġa · 3 bedrooms · 3 beds · 2 baths,251132525,Claire,Birzebbugia,35.8200618043203,14.529405830688471,Entire home/apt,160,1,0,4,306,0
52016645,Rental unit in Pembroke · 3 bedrooms · 5 beds · 1 bath,229378810,Marcello,Pembroke,35.925312,14.478294,Entire home/apt,135,3,2,27,160,1
52022025,Rental unit in Il-Gżira · ★4.55 · 1 bedroom · 2 beds · 1 bath,350770221,Fame,Gzira,35.90664,14.49573,Entire home/apt,82,1,29,34,169,22
52048760,Rental unit in Iż-Żebbuġ · 2 bedrooms · 2 beds · 1.5 baths,118538195,Baron Holiday Homes,Zebbug (Ghawdex),36.07222,14.25569,Entire home/apt,65,1,1,88,74,0
52064828,Townhouse in Il-Ħamrun · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,762525,Lorna,Hamrun,35.88879,14.49011,Private room,34,3,25,10,56,25
52066042,Rental unit in Tas-Sliema · ★4.26 · 4 bedrooms · 5 beds · 2 baths,385341680,ThreeSIXTY Estates,Sliema,35.9072,14.50721,Entire home/apt,291,3,53,161,203,19
52080239,Villa in Swieqi · ★4.90 · 1 bedroom · 1 bed · 2 shared baths,372885293,Jose,Swieqi,35.91817,14.48553,Shared room,18,3,10,28,84,8
52080336,Bed and breakfast in Tas-Sliema · ★4.86 · 1 bedroom · 2 beds · 1 private bath,1242931,Irene,Gzira,35.90808,14.49544,Private room,25,4,36,3,248,28
52081406,Rental unit in San Pawl il-Baħar · ★4.40 · 1 bedroom · 1 bed · 1 bath,118325962,Alberto,San Pawl il-Bahar,35.95079,14.41669,Entire home/apt,103,4,5,10,232,0
52081962,Townhouse in Tas-Sliema · ★4.91 · 1 bedroom · 2 beds · 1 private bath,1242931,Irene,Sliema,35.90966,14.49624,Private room,25,4,54,3,248,27
52084106,Townhouse in Il-Birgu · ★4.45 · 2 bedrooms · 4 beds · 1 bath,454812113,Ed,Birgu,35.88752,14.5244,Entire home/apt,120,2,31,14,301,14
52085802,Rental unit in Il-Gżira · ★4.73 · 1 bedroom · 2 beds · 1 bath,350770221,Fame,Gzira,35.90507,14.49639,Entire home/apt,71,1,15,34,166,9
52098946,Hotel in Qormi · 1 bedroom · 2 beds · 1 private bath,421819440,Timothy,Rabat (Malta),35.87497,14.37835,Private room,300,2,0,1,365,0
52102795,Villa in Ta' Sannat · 4 bedrooms · 4 beds · 4 baths,222527557,Matthew ThreeSixty Estates,Sannat,36.02508,14.24328,Entire home/apt,450,2,1,129,365,0
52119445,Villa in Ta' Kerċem · 5 bedrooms · 8 beds · 2 baths,421970593,Rebecca,Kercem,36.04125,14.22118,Entire home/apt,250,3,0,1,330,0
52121249,Rental unit in Valletta · ★4.96 · 2 bedrooms · 3 beds · 1 bath,67488145,Natacha,Valletta,35.900948,14.514805,Entire home/apt,191,5,26,1,310,13
52126741,Townhouse in Birkirkara · 1 bedroom · 2 beds · 1 private bath,338335639,Rita,Birkirkara,35.90147,14.45391,Private room,60,2,2,1,66,0
52128790,Rental unit in Is-Swieqi · ★4.86 · 2 bedrooms · 4 beds · 1 bath,220882434,Claire,Swieqi,35.91972,14.48513,Entire home/apt,107,3,43,3,175,20
52142512,Loft in San Ġiljan · ★4.99 · 1 bedroom · 1 bed · 1 bath,82270418,Roger,San Giljan,35.919,14.49493,Entire home/apt,120,4,77,2,127,39
52164195,Rental unit in Pembroke · ★4.33 · 3 bedrooms · 5 beds · 1 bath,229378810,Marcello,Pembroke,35.925312,14.478294,Entire home/apt,135,3,3,27,160,1
52170641,Rental unit in Tas-Sliema · 1 bedroom · 3 beds · 2 baths,370987649,Laura,Sliema,35.91384,14.50451,Entire home/apt,500,5,0,2,89,0
52180891,Rental unit in Sliema · ★4.90 · 3 bedrooms · 4 beds · 2 baths,356076649,Chris,Sliema,35.90805,14.49965,Entire home/apt,220,4,30,7,117,17
52181799,Rental unit in San Ġiljan · ★4.88 · 2 bedrooms · 3 beds · 1 bath,95522386,Natasha,San Giljan,35.91357,14.49109,Entire home/apt,94,3,17,2,72,4
52184769,Condo in San Pawl il-Baħar · 2 bedrooms · 3 beds · 1.5 baths,198629014,Humbert,San Pawl il-Bahar,35.94908,14.40927,Entire home/apt,60,3,2,1,341,0
52187157,Rental unit in Triq il-Makna tas-Serrar · ★4.68 · 3 bedrooms · 3 beds · 2 baths,68874213,Josette,Msida,35.89859,14.492012,Entire home/apt,90,3,25,2,344,7
52199991,Rental unit in Tas-Sliema · ★4.49 · 2 bedrooms · 2 beds · 2 baths,118990570,Finn,Sliema,35.9074,14.50839,Entire home/apt,258,2,39,45,53,23
52204525,Condo in Msida · ★5.0 · 1 bedroom · 2 beds · 1 bath,43870303,Shawn,Pieta,35.89472,14.4923,Entire home/apt,50,3,6,3,257,1
52210338,Condo in Saint Julian's · 2 bedrooms · 2 beds · 1 bath,259011771,Maria V,San Giljan,35.92062,14.49016,Entire home/apt,155,3,0,13,359,0
52212549,Rental unit in Saint Paul's Bay · ★4.96 · 2 bedrooms · 3 beds · 1 bath,140226424,Jonno,San Pawl il-Bahar,35.94698,14.38409,Entire home/apt,87,5,24,3,137,17
52231359,Rental unit in Pembroke · 4 bedrooms · 8 beds · 2 baths,229378810,Marcello,Pembroke,35.92531,14.47829,Entire home/apt,135,3,2,27,152,1
52233018,Rental unit in San Ġiljan · ★4.42 · 1 bedroom · 1 bed · 1 bath,118489013,Ed,San Giljan,35.91997,14.49177,Entire home/apt,85,2,12,19,128,9
52235470,Rental unit in Xlendi · ★5.0 · 2 bedrooms · 4 beds · 1 bath,422840472,Maria,Munxar,36.02869,14.21753,Entire home/apt,101,2,3,1,333,3
52235994,Rental unit in Sliema · ★4.68 · 3 bedrooms · 4 beds · 3 baths,2442805,Aaron,Sliema,35.91102,14.49906,Entire home/apt,163,1,28,119,305,12
52249009,Home in Valletta · ★3.83 · 1 bedroom · 1 bed · 1 bath,184940976,Sheldon,Valletta,35.90052,14.51514,Entire home/apt,70,1,6,10,331,5
52251773,Villa in Il-Mellieħa · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,422956891,Kathleen,Mellieha,35.96016,14.37362,Entire home/apt,320,7,22,1,310,14
52270893,Rental unit in Madliena · ★4.33 · 2 bedrooms · 8 beds · 2 baths,398870821,Jane,Swieqi,35.92527,14.47181,Entire home/apt,159,4,6,33,39,3
52272948,Rental unit in Il-Gżira · ★4.67 · 2 bedrooms · 2 beds · 2 baths,385341680,ThreeSIXTY Estates,Gzira,35.90927,14.49264,Entire home/apt,139,3,15,161,354,3
52279046,Home in Saint Julian's · ★4.58 · 1 bedroom · 2 beds · 1 shared bath,581374,Carol,Swieqi,35.91863,14.48603,Private room,20,1,111,2,249,55
52293638,Rental unit in San Pawl il-Baħar · ★4.24 · 2 bedrooms · 3 beds · 2 baths,385341680,ThreeSIXTY Estates,San Pawl il-Bahar,35.95255,14.4245,Entire home/apt,148,3,25,161,315,9
52304723,Condo in Il-Gżira · ★4.96 · 2 bedrooms · 3 beds · 2 baths,142634957,Kurt,Gzira,35.90514568270277,14.492785803702818,Entire home/apt,148,1,67,2,295,32
52317529,Condo in Saint Julian's · ★4.95 · 3 bedrooms · 4 beds · 2 baths,233843450,Patricia,San Giljan,35.91816,14.48951,Entire home/apt,81,4,37,1,262,21
52332486,Rental unit in San Pawl il-Baħar · ★4.78 · 3 bedrooms · 4 beds · 1 bath,90836280,Shanel,San Pawl il-Bahar,35.950554,14.415513,Entire home/apt,89,5,9,3,314,2
52336897,Rental unit in San Pawl il-Baħar · 3 bedrooms · 4 beds · 2 baths,90836280,Shanel,San Pawl il-Bahar,35.949751557331155,14.420907788360584,Entire home/apt,81,5,0,3,308,0
52344908,Rental unit in Tas-Sliema · ★4.70 · 1 bedroom · 2 beds · 1 bath,465680303,Jessica,Gzira,35.90821,14.49838,Entire home/apt,575,1,50,26,24,23
52350987,Rental unit in Wied il-Għajn · ★5.0 · 3 bedrooms · 4 beds · 2 baths,6381933,Dario,Marsascala,35.86251,14.56497,Entire home/apt,100,1,3,2,304,1
52358793,Condo in Il-Mosta · ★5.0 · 1 bedroom · 1 bed · 1 bath,159562239,Sophie,Mosta,35.90484,14.43028,Entire home/apt,64,4,8,1,70,6
52360109,Townhouse in Il-Furjana · ★4.76 · 2 bedrooms · 4 beds · 3 baths,454812113,Ed,Floriana,35.89348,14.50471,Entire home/apt,84,2,21,14,298,8
52375173,Condo in Munxar · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,420666029,Andrew,Munxar,36.03132,14.2159,Entire home/apt,150,2,6,2,339,3
52375205,Condo in Saint Paul's Bay · ★4.69 · 3 bedrooms · 4 beds · 2 baths,400677089,Joseph,San Pawl il-Bahar,35.954105,14.422483,Entire home/apt,55,5,29,1,152,15
52377179,Villa in Il-Mellieħa · ★5.0 · 6 bedrooms · 8 beds · 4.5 baths,240566148,D View 4 You,Mellieha,35.96036,14.36521,Entire home/apt,771,3,4,2,315,3
52431257,Rental unit in Tas-Sliema · ★4.64 · Studio · 1 bed · 1 bath,118990570,Finn,Sliema,35.91185,14.50559,Entire home/apt,49,2,33,45,39,22
52449942,Villa in Swieqi · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,372885293,Jose,San Giljan,35.91676,14.48622,Private room,25,3,15,28,72,9
52464886,Rental unit in Ix-Xagħra · ★4.91 · 3 bedrooms · 3 beds · 4 baths,424534308,Paul,Xaghra,36.05406,14.26956,Entire home/apt,130,4,11,1,348,7
52466872,Condo in San Pawl il-Baħar · ★New · 1 bedroom · 2 beds · 1 bath,96685628,Etienne,San Pawl il-Bahar,35.95131691284423,14.42368742868107,Entire home/apt,105,3,0,1,102,0
52467673,Rental unit in Iż-Żebbuġ · ★4.50 · 3 bedrooms · 5 beds · 2 baths,424693286,John,Zebbug (Ghawdex),36.07696,14.25461,Entire home/apt,90,3,10,1,332,5
52481441,Townhouse in Saint Julian's · ★4.71 · 1 bedroom · 3 beds · 1.5 shared baths,118325962,Alberto,San Giljan,35.91852,14.49355,Private room,50,3,7,10,154,5
